id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall;Barasa;inset;indobert
162;Inot_19;1117456941633036288;"Partainya @Gerindra 
Calon Presidennya @prabowo 
Calon Wakil presidennya @sandiuno 
Caleg DPR RI nya partai gerindra no urut 1 dapil malang raya @MorenoSoe 
Caleg DPRD kota malang nya partai gerindra no urut 2 @rim_za 
#IndonesiaMenang #UASdifitnahKejiDanBrutal #prabowosandi https://t.co/CbXTzJwyMM";1;0;0;0;0.0;0.0;0.0;1.75;14;6;-11;partai calon presiden calon wakil presiden caleg dpr ri partai gerindra nomor urut dapil malang raya caleg dprd kota malang partai gerindra nomor urut httpurl;158;11;4.0;3.0;3.0;1;1;2
165;Deddy_Reza74;1074792647154225154;"@fariqhsb @sarnyoto @JhonMiduk @SBYudhoyono Mana ada ulama yg di dolimi 
Liat saja kasusnya cok 
Kalau orang waras pastinya akan pilih jokowi 
Kerja nyata dan rakyat sejahtera 
Capres hasil ijtima ulama yg keislamannya dipertanyakan itu yg diagung agungkan oleh ulama , ulama yg mana ya ....
Ulama yg radikal wkwkwkwk";4;0;0;1;-1.0;-2.0;0.875;0.0;15;29;-11;ulama dolimi lihat waras pastinya pilih jokowi kerja nyata rakyat sejahtera capres hasil ijtima ulama keislaman diagung agungkan ulama ulama ulama radikal;154;11;3.0;4.0;3.0;3;3;1
169;Kangsolsptu;1047067962862133249;@Umar_Hasibuan_ @rian1_one Bagi FPI, hanya mengharapkan balasan  Allah yg maha kaya. Ridho Allah derajat balasan yg tertinggi. Gak ngaruh orang mau bilang apa. Yg pemting kerja kerja kerja kerja kerja kerja kerja kerja kerja kerja.....;1;0;0;0;1.0;0.5;1.375;0.0;19;51;-2;fpi mengharapkan balasan allah maha ridho allah derajat balasan tertinggi berpengaruh pemting kerja kerja kerja kerja kerja kerja kerja kerja kerja kerja;153;11;4.0;4.0;2.0;3;3;3
171;hcahyono;1068797716724047872;"@kokohandoko2 @TheArieAir Klo Jokowi itu pecandu elektabilitas. Dia gak perlu bangun papua. Dpt papua seperberapa nya Jawa. 
Klo dia mau, dia bisa bangun Jawa, kasih BLT, subsidi BBM. Menangin Jawa.. dia menang. 

Tapi dia malah bangun papua. 

Karena Indonesia bukan hanya Jawa";6;1;0;0;-1.0;-4.0;0.375;0.0;15;6;-6;jokowi pecandu elektabilitas bangun papua papua seperberapa jawa bangun jawa kasih blt subsidi bbm menangin jawa menang bangun papua indonesia jawa;147;11;3.0;4.0;3.0;2;2;1
173;DMemantau;1112007728069644290;"Wadawww...

Prabowo tidak percaya TNI
Prabowo meragukan kekuatan TNI
Prabowo melemahkan TNI
Prabowo merasa lebih TNI dari TNI

Akhirnya..

Jangan tertawa... NGAMBEK! 

Push ini aja Lur 👇
#01DILANjutkan 

Saat-saat TNI dilemahkan Prabowo https://t.co/MorQJuHqiD";6;7;3;2;-1.0;-10.0;0.875;0.25;6;10;-8;wadawww prabowo percaya tni prabowo meragukan kekuatan tni prabowo melemahkan tni prabowo tni tni tertawa marah push tni dilemahkan prabowo httpurl;147;11;3.0;1.0;3.0;3;2;1
176;TarangDaeng;1121354604078219264;"@mohmahfudmd @saididu Itu pandangan Hukum Prof mahfud MD
Tapi rakyat indonesia Butuh keadilan dan jujuran
Faktanya hukum selalu berasaskan keadilan..
Jangan cuma bukti Sepihak prof..kita pakai nurani juga dong Prof dalam menganalisa..";4;0;0;1;-1.0;-2.0;0.375;0.75;13;6;-17;pandangan hukum prof mahfud md rakyat indonesia butuh keadilan jujuran fakta hukum berasaskan keadilan bukti prof pakai nurani prof menganalisa;143;11;4.0;4.0;2.0;2;1;1
177;miskiy28;1125673193052631040;Barusan Naik gojek. Pak gojeknya orang Padang. Prabowo dong. Dia bilang kalo jujur yg menang itu Prabowo karena temen2nya ktnya di kampungnya yg menang Prabowo. Tp Pak gojek jg bilang kl mau menang jawa hrs menang dan dia sadar kalo jateng, jatim yg menang Jokowi.;1;0;0;0;1.0;0.5;0.875;0.0;14;26;-27;barusan gojek gojek padang prabowo jujur menang prabowo teman kampung menang prabowo gojek menang jawa menang sadar jateng jatim menang jokowi;142;11;4.0;3.0;2.0;3;2;3
186;Alim75052441;1038966710793953281;"Gubernurnya mendukung Jkw gak otomatis masyarakatnya ikutan ngedukung Jkw..
Jadi, belum tentu masyarakat Jawa Tengah juga mendukung Jkw. 
Jateng PAS, jateng Cerdas. 
#2019PrabowoPresiden 
#2019GantiPresiden";1;0;0;0;1.0;0.5;0.0;0.0;8;7;-3;gubernur mendukung jokowi otomatis masyarakat ikutan ngedukung jokowi masyarakat jawa mendukung jokowi jateng jateng cerdas;123;11;2.0;1.0;1.0;2;2;3
188;AntonyRiyanto;1109521298760204288;"@AkunTofa sebelom pak @prabowo itu ada,
NKRI tetaplah NKRI.
sesudah pak @prabowo itu adapun,
NKRI tetap NKRI.
Dan
Kalah/tidak menangnya pak @prabowo ,
NKRI tetaplah NKRI.
Selama idiologi NKRI tidak diganti dengan idiologi"" yang lain,
NKRI akan tetap menjadi NKRI.

Fahamkan @AkunTofa ?";4;0;0;0;-1.0;-2.0;0.0;0.5;2;4;-9;sebelom nkri nkri nkri nkri kalah menang nkri nkri idiologi nkri diganti idiologi nkri nkri fahamkan;100;11;4.0;2.0;2.0;2;1;1
200;do_ra_dong;1080739536508841984;"Sepakbola alat politik 

Suara Viking Persib Club (VPC) dibawa-bawa untuk diklaim mendukung Jokowi-Ma'ruf 

Diketahui inisiator nya adalah caleg Nasdem dan PSI

Heru Joko ketum VPC adalah caleg Nasdem

Derek (nickname) adalah caleg PSI 

Masih koar2 bersih sepakbola Indonesia? https://t.co/OvIQ3Tn1YG";462;452;29;58;0.0;0.0;0.0;0.125;8;4;-18;sepakbola alat politik viking persib club vpc dibawa bawa diklaim mendukung jokowi ruf inisiator caleg nasdem psi heru joko ketum vpc caleg nasdem derek nickname caleg psi masuk teriak bersih sepakbola indonesia httpurl;219;10;1.0;4.0;1.0;2;1;2
204;fariji_lacak;1053323319523471360;"CALEG dari KOALISI ADIL MAKMUR, Enggan Promosikan CAPRESnya.
Foto CALEG hanya tampilkan Partainya sj. Tdk ada Foto CAPRESnya. Alasannya takut tdk TERPILIH.

BEDA dg CALEG dari Partai Pendukung Jokowi. Fotonya slalu berdampingan dg Jokowi, Otomatis CALEG tsb Langsung MELAMBUNG.";2;1;0;1;-1.0;-2.0;1.0;0.0;18;25;-17;caleg koalisi adil makmur enggan promosikan capresnya foto caleg tampilkan partai foto capresnya alasan takut terpilih beda caleg partai pendukung jokowi foto berdampingan jokowi otomatis caleg tsb melambung;207;10;4.0;4.0;2.0;3;3;1
206;MSMujab22;1075780297596100610;Skenarionya kan gini, calon PKS ditolak, nanti calon Gerindra yang diterima. PKS nanti baper, koalisi Prabowo Sandi gak solid deh. Padahal mesin politik PKS itu yang kenceng lho di daerah urban. Kemenangan di DKI dan lompatan suara Asyik di Jabar itu buktinya kekuatan mesin PKS. https://t.co/gixwsh5EE4;0;0;0;0;1.0;0.0;0.625;0.75;18;12;-15;skenario gini calon pks ditolak calon gerindra diterima pks baper koalisi prabowo sandi solid mesin politik pks cepat lho daerah urban kemenangan dki lompatan asyik jabar bukti kekuatan mesin pks httpurl;203;10;4.0;2.0;2.0;2;2;3
209;ruhutsitompul;1102121410443513857;#Er0paTetapJokowi  Kami Tim Sukses Dipimpin Andi Ketua Cakra 19 Ruhut Marsetio Didik dari Bravo 5 melaporkan Kerja kerja kerja Presiden RI Pak Jokowi Keseluruh Rakyat Indonesia melalui Perwakilannya 1500 datang ke Belanda Deklarasi Relawan Eropa ♥️ Siap Memenangkan MERDEKA. https://t.co/QTcdUZDnx1;820;159;34;144;0.0;0.0;0.875;0.0;17;15;-10;tim sukses dipimpin andi ketua cakra ruhut marsetio didik bravo melaporkan kerja kerja kerja presiden ri jokowi keseluruh rakyat indonesia perwakilan belanda deklarasi relawan eropa memenangkan httpurl;201;10;3.0;4.0;3.0;3;3;2
211;erna_st;1113792659447926784;"Sungguh Aneh, BUMN Sumatera Diminta Bagi-bagi Sembako Di Jawa

Anggota Dewan Pakar BPN Prabowo-Sandiaga, Said Didu terus mengungkap fakta bahwa BUMN-BUMN di bawah Kementerian BUMN cawe-cawe pada Pilpres 2019 yaitu memenangkan Capres petahana, Jokowi. 

https://t.co/qZ4ZWQNceO";7;6;0;0;-1.0;-9.5;0.125;0.25;10;7;-20;aneh bumn sumatera sembilan bahan pokok jawa anggota dewan pakar bpn prabowo sandiaga said didu mengungkap fakta bumn bumn kementerian bumn cawe cawe pilpres memenangkan capres petahana jokowi httpurl;200;10;3.0;1.0;3.0;2;1;1
214;fariji_lacak;1073900850139914242;"dari 260 jt Rkyt Indonesia, yg BENCI/DENDAM sm Jokowi hanya:
1. Teroris, ISIS, JAD, HTI, FPI, FUI, GNPF, PA212.
2. Koruptor.
3. Barisan Sakit Hati.
4. Partai Allah.
5. Sbagian Partai Oposisi. Sbab, Smua Kepala Daerah DUKUNG Jokowi, termasuk DPW PAN Kalsel (kecuali Gabener DKI).";5;2;1;1;-1.0;-4.5;0.375;1.25;11;13;-21;jt rkyt indonesia benci dendam jokowi teroris isis jad hti fpi fui gnpf pa koruptor barisan sakit hati partai allah sbagian partai oposisi sbab kepala daerah dukung jokowi dpw pan kalsel gabener dki;198;10;3.0;4.0;3.0;1;1;1
217;SayapGaruda08;1048259430645522432;Besok datangi kantor2 aparat untuk pengaduan soal Hoax yg di lakukan Pemimpin, Lembaga survei, partai atau lainnya! Kita harus men suport kinerja aparat yang begitu cepat mengusut kasus Hoax, sekli lagi ini momentum bagus kita mendukung aparat dalam penegakan HUKUM!;6;5;0;0;1.0;8.0;0.5;0.875;14;11;-34;besok datangi kantor aparat pengaduan isu bohong lakukan pemimpin lembaga survei partai men suport kinerja aparat cepat mengusut isu bohong sekli momentum bagus mendukung aparat penegakan hukum;193;10;4.0;4.0;2.0;2;1;3
218;PututEkojati;1120243710397014017;"@Garuda501 @prabowo @sandiuno Parpol pendukung 01 yang setuju pemilu legislatif diulang silahkan merapat ke Tetua @Garuda501/ BPN, bantu Rakyat hadapi kecurangan pilpres 

Insyaallah setelah dilantik, pak @prabowo siap wujudkan pemilu legislatif yang jujur dan adil. 

Dan KPU yg amburadul biar dibenahi dulu.";4;1;0;1;1.0;3.0;0.625;0.125;15;23;-19;partai politik pendukung setuju pemilu legislatif diulang silahkan merapat tetua bpn bantu rakyat hadapi kecurangan pilpres dilantik wujudkan pemilu legislatif jujur adil kpu amburadul dibenahi;193;10;1.0;3.0;1.0;2;2;3
219;ahmad_chm;1062481099689943041;"Sosialisasi ke tetangga:
- Pilpres: #2019PrabowoSandi 
- Pileg : pilih caleg DPR, DPRD Prov &amp; kota dr partai pendukung.
- suaminya pilih caleg Gerindra
- istrinya: PKS
- anak ke-1: PAN
- anak ke-2: Demokrat
- anak ke-3: Berkarya
- anak ke-4: PBB (kalo gabung)

setuju?
viralkan.";2;1;0;0;0.0;0.0;0.0;0.0;18;11;-25;sosialisasi tetangga pilpres pileg pilih caleg dpr dprd provider kota partai pendukung suami pilih caleg gerindra istri pks anak pan anak demokrat anak berkarya anak pbb gabung setuju viralkan;192;10;4.0;3.0;3.0;2;1;2
220;JogjaKma;1054258072351211520;"https://t.co/UElwuBC5MI

Para Kyai mendukung KH Maruf Amin untuk menjadi wakil presiden Republik Indonesia,kiai dan pengasuh pesantren se-Indonesia bersepakat mendukung pasangan capres-cawapres yang ada unsur ulama. ( KH Noer Muhammad Iskandar SQ) #SantriBersamaKyai #jokowilagi";2;0;1;0;0.0;0.0;0.0;0.25;12;12;-3;httpurl kyai mendukung kh maruf amin wakil presiden republik indonesia kiai pengasuh pesantren indonesia bersepakat mendukung pasangan capres cawapres unsur ulama kh noer muhammad iskandar sq;191;10;3.0;4.0;3.0;2;3;2
225;gadisresidu_b3;1123677098340646912;"Ijtima Ulama 1 : ""Memilih pasangan Prabowo-Habib Salim sbg cawapres"" . 
Hasilnya dicuwekin sama Prabowo yg lebih memilih Sandiaga Uno.
Ijtihad Ulama 2 : ""Menetapkan dukungan thd pasangan Prabowo-Sandi"".
Karena ulama NURUT dg Prabowo. https://t.co/iFe2yPBStQ";1;1;1;1;1.0;1.5;0.625;1.125;13;23;-5;ijtima ulama memilih pasangan prabowo habib salim cawapres hasil dicuwekin prabowo memilih sandiaga uno ijtihad ulama menetapkan dukungan pasangan prabowo sandi ulama nurut prabowo httpurl;188;10;4.0;2.0;2.0;2;3;3
230;setiabudi_sabar;1087289901438033921;"Kalau sudah ada PRESIDEN yang AHLI KERJA KERJA Pak Jokowi , NGAPAIN pilih lain yang AHLI BICARA BICARA HOAX
                dan
Kalau sudah ada Wapres ULAMA yang AHLI AGAMA Pak Maruf Amin , NGAPAIN pilih lain yang AGAMA NYA AMATIRAN

PILIH YANG AHLI AHLI AJA DEEEHHH
No. 1 https://t.co/7ockXA95V0";1;0;0;0;-1.0;-0.5;0.25;0.25;18;14;-24;presiden ahli kerja kerja jokowi sedang apa pilih ahli bicara bicara isu bohong wapres ulama ahli agama maruf amin sedang apa pilih agama amatiran pilih ahli ahli deeehhh nomor httpurl;184;10;3.0;4.0;3.0;2;1;1
231;Haerboy;1120869924874756096;"setelah banyak korban berjatuhan kini anggota DPR menyalahkan sitem pemilu serentak yg melelahkan
setelah banyak kesalahan input suara kini anggota DPR bnyak yg menyalahkan kinerja anggota KPU
lah trus saat pengesahan pemilu serentak &amp; penunjukan anggota KPU mereka kemana?
#KPPS";11;4;1;1;-1.0;-9.5;0.25;1.5;14;7;-27;korban berjatuhan anggota dpr menyalahkan sitem pemilu serentak melelahkan kesalahan input anggota dpr menyalahkan kinerja anggota kpu pengesahan pemilu serentak penunjukan anggota kpu;184;10;4.0;4.0;2.0;1;1;1
232;faizalassegaf;1069776266444718080;"Sudah sangat terang, ambisi &amp; moto politik Prabowo-Sandi: Demo, demo &amp; demo!

Sebaliknya, tanpa lelah pak @jokowi bertindak nyata: Kerja, kerja &amp; kerja. Hasilnya dinikmati jutaan rakyat.

Wajar toh bila rakyat yg sibuk bekerja bersatu mendukung JKW-Ma'ruf ke dua periode.

*FA*";608;133;13;45;1.0;437.0;2.375;2.125;22;30;-31;terang ambisi moto politik prabowo sandi demo demo demo lelah bertindak nyata kerja kerja kerja hasil dinikmati jutaan rakyat wajar rakyat sibuk bersatu mendukung jokowi ruf periode fa;184;10;3.0;1.0;1.0;2;2;3
233;setiabudi_sabar;1085917471658262528;"Kalau sudah ada PRESIDEN yang AHLI KERJA KERJA Pak Jokowi , NGAPAIN pilih lain yang AHLI BICARA BICARA HOAX
                 dan
Kalau sudah ada Wapres ULAMA yang AHLI AGAMA Pak Maruf Amin , NGAPAIN pilih lain yang AGAMA NYA AMATIRAN

PILIH YANG AHLI AHLI AJA DEEEHHH
No. 1 https://t.co/ShySBDoW62";14;1;0;1;-1.0;-8.0;0.25;0.25;18;14;-24;presiden ahli kerja kerja jokowi sedang apa pilih ahli bicara bicara isu bohong wapres ulama ahli agama maruf amin sedang apa pilih agama amatiran pilih ahli ahli deeehhh nomor httpurl;184;10;3.0;4.0;3.0;2;1;1
238;hesanpitosa;1041846080202137600;"Presiden harus muslim&amp;cinta ulama baru Indonesia berkah
Presiden sekarang muslim, tdk lupa shalat, calon wakilnya ulama,  keberkahan tinggal tunggu waktu
Kok antum mati2an pilih capres keislamannya ga jelas, cawapres bukan ulama?
Yg bikin Indonesia ga berkah itu ente, faham ente";1;0;0;0;-1.0;-0.5;0.75;0.0;17;36;-12;presiden muslimdancinta ulama indonesia berkah presiden muslim lupa shalat calon wakil ulama keberkahan tunggu antum mati pilih capres keislaman cawapres ulama indonesia berkah faham;182;10;3.0;1.0;3.0;3;3;1
239;Kangmas_Solo;1104073730936864768;"GPK KHITTAH SATU KOMANDO PRABOWO - SANDIAGA.
LASKAR AKAR RUMPUT PPP SOLO RAYA - DIY - JATENG 1 KOMANDO PRABOWO-SANDIAGA
MENUJU PILPRES APRIL 2019 
COBLOS PRABOWO-SANDIAGA
FOKUS PILPRES!

MAS @TulangIkan12 😂😂😂 SAMPAIKAN KE GATOT KOCO NGGEH https://t.co/d6puksOPI4";52;22;1;4;0.0;0.0;0.125;0.0;11;10;-5;gpk khittah komando prabowo sandiaga laskar akar rumput ppp solo raya diy jateng komando prabowo sandiaga pilpres april coblos prabowo sandiaga fokus pilpres gatot koco nggeh httpurl;182;10;4.0;3.0;3.0;2;3;2
243;bachrum_achmadi;1102789046864994304;"Hit. KPU Pilpres 2014 :
Jokowi 53.15 %
Prabowo 46.85 %

Survey Roy Morgan Jan 2019 :
Jokowi 58 %
Prabowo 42 %

Ksimpulan :
Jokowi unggul 2014 krn pncitraan Jokowi sngt masif, bgitu fenomenalnya Jokowi saat itu. Skrg apkh situasinya sm sperti 2014 ? jwbnya TIDAK ! Jokowi THE END.";3;1;1;0;1.0;2.5;0.875;0.0;3;2;-3;hit kpu pilpres jokowi prabowo survey roy morgan jan jokowi prabowo ksimpulan jokowi unggul pncitraan jokowi sngt masif bgitu fenomenal jokowi apkh situasi sperti jwbnya jokowi end;180;10;1.0;4.0;1.0;3;2;3
244;kusumadinda247;1130446239802187777;"Sementara, data internal BPN Prabowo-Sandi menunjukkan Prabowo-Sandi unggul 54,24% &amp; Jokowi-Ma’ruf meraih 44,14%. Klaim kemenangan dinyatakan Prabowo, “stlh memperhatikan dg seksama, mendengar &amp; meyakinkan diri &amp; rakyat, kita telah memenangkan mandat dr rakyat.” #AIMAN @KompasTV https://t.co/Nwp6Ukr5wX";2;2;1;0;0.0;0.0;1.375;0.0;11;0;-3;data internal bpn prabowo sandi prabowo sandi unggul jokowi ruf meraih klaim kemenangan dinyatakan prabowo memperhatikan seksama mendengar rakyat memenangkan mandat rakyat httpurl;179;10;4.0;3.0;3.0;3;2;2
247;zonedotid;1116703631619678208;"Gatot Nurmantyo: Negara Indonesia Tidak Akan Hilang, Bangsa Indonesia Yang Bisa Hilang

3 Jenderal Bersatu (@prabowo, @SBYudhoyono, @Nurmantyo_Gatot) Insya Allah Prabowo - Sandi Menang

Lambungkan
#GatotNurmantyoPilihPrabowo biar rakyat Indonesia tau Jenderal Gatot dukung Prabowo https://t.co/0xqnWm6fPQ";1;0;0;0;0.0;0.0;0.0;0.0;10;19;-14;gatot nurmantyo negara indonesia hilang bangsa indonesia hilang jenderal bersatu insya allah prabowo sandi menang lambungkan rakyat indonesia jenderal gatot dukung prabowo httpurl;179;10;4.0;3.0;3.0;2;3;2
250;ruhutsitompul;1119775152370147328;"BPN buka dong Data Riset Internal, Kasihan Pak Prabowo dgn Data yg Salah mengakibatkan Capres yg kalian dukung menjadi badut di Mata Rakyat Indonesia &amp; Dunia Internasional karena itu tolong dijaga Nama Baik Bpk Prabowo karena Beliau Tokoh di Indonesia tercinta MERDEKA.";4826;1147;122;936;-1.0;-3560.0;0.875;1.0;15;16;-20;bpn buka data riset internal kasihan prabowo data salah mengakibatkan capres dukung badut mata rakyat indonesia dunia internasional dijaga nama prabowo tokoh indonesia tercinta;176;10;4.0;2.0;2.0;2;2;1
251;fariji_lacak;1069088683905544193;"@yunartowijaya KAMPRET, SONTOLOYO &amp; GENDERUWO, slalu Jual Agama, slalu Jual Islam &amp; Ulama.

Islam yg mana? Ulama yg mana?
Apkh Ulama dari NU? TIDAK.
Apkh Ulama dari Muhammadyah? TIDAK.

Knp tdk Terus Terang sj. Ulama dari FPI, HTI, GNPF-Ulama, PA212, Partai Allah &amp; sbagian dari Partai Oposisi.";3;1;0;0;-1.0;-2.5;0.375;0.875;17;35;-14;<makian> sontoloyo genderuwo jual agama jual islam ulama islam ulama apkh ulama nu apkh ulama muhammadyah terang ulama fpi hti gnpf ulama pa partai allah sbagian partai oposisi;176;10;4.0;4.0;2.0;2;3;1
252;tate_qomaruddin;1113729208079884288;"PKS adalah partai yang senantiasa membela hak-hak rakyat.
Izinkahlah kami Partai Keadilan Sejahtera memperjuangkan kebijakan-kebijakan yang meringankan beban masyarakat di parlemen.
Ayo Pilih PKS..

#tasikgarutcoblos_prabowo_sandi https://t.co/xngsDQuHOl";7;4;0;0;1.0;7.5;0.375;0.5;16;12;-11;pks partai senantiasa membela hak hak rakyat izinkahlah partai keadilan sejahtera memperjuangkan kebijakan kebijakan meringankan beban masyarakat parlemen ayo pilih pks httpurl;176;10;4.0;4.0;2.0;2;2;3
255;af1_;1098506467689213958;"Pemilu harusnya menjadi adu gagasan &amp; program memakmurkan bangsa.

Dan 2019 ini @PKSejahtera konsisten menawarkan program. Ini adalah program kampanye PKS ke-4 tweeps.

Jika PKS menang, masyarakat berpenghasilan 8jt / bulan akan bebas pajak penghasilan. https://t.co/tIsDEWessc";18;19;3;0;1.0;28.0;0.0;0.0;15;7;-15;pemilu adu gagasan program memakmurkan bangsa konsisten menawarkan program program kampanye pks tweeps pks menang masyarakat berpenghasilan jt bebas pajak penghasilan httpurl;174;10;4.0;4.0;2.0;2;1;3
256;Rimbang_Mato;1112675117694255105;"@ganjarpranowo Bapak mewakli pihak prinsipal atau dealer??
Apa ini juga tugas pokok gubernur jateng?
Pak ganjar cukup fokus sejahterakan masyarakat jateng.
Masyarakat jateng ltu majemuk pak, bukan hanya pendukung 01.
Pendukung 02 melalui pajak mereka juga ikut menggaji gubernur dan asn lainnya.";3;1;0;0;-1.0;-2.5;0.125;0.0;11;19;-12;mewakli prinsipal dealer tugas pokok gubernur jateng ganjar fokus sejahterakan masyarakat jateng masyarakat jateng ltu majemuk pendukung pendukung pajak menggaji gubernur asn;174;10;4.0;4.0;2.0;2;3;1
257;fariji_lacak;1053953417222078464;"Aku rasa TARGET itu tdk berlebihan. REALISTIS. Knp?
1.Seluruh Gubernur/Bupati/Walikota se-Indonesia DUKUNG Jokowi. (Kecuali Gub. DKI).
2.Adanya Koalisi Setengah Hati.
3.CALEG dari PKS, PAN, Demokrat ENGGAN utk Promosikan CAPRESnya.
4.Hampir 70% Rkyt Indonesia PILIH Jokowi. https://t.co/DMFwKdxGA4";2;1;0;0;-1.0;-2.0;0.0;0.25;10;10;-9;target realistis gubernur bupati walikota indonesia dukung jokowi gub dki koalisi hati caleg pks pan demokrat enggan promosikan capresnya rkyt indonesia pilih jokowi httpurl;173;10;3.0;4.0;3.0;2;2;1
259;dvfirmansyah94;1098485096590467073;"Pres.Jokowi dilantik sbg Presiden  ke-7 RI di gedung MPR/DPR/DPD pd tgl 20 Oktober 2014.
Sedangkan UU Desa No. 6 Tahun 2014 disahkan DPR brsm Pemerintah pd tgl 15 Januari 2014. 
Faktanya : Wkt itu pemerintahan msh di era Pres.SBY. Pilpres pun bln April 2014.
#menolaklupa
#uudesa";1;2;0;1;0.0;0.0;0.0;0.25;16;3;-11;pres jokowi dilantik presiden ri gedung mpr dpr dpd tanggal oktober uu desa nomor disahkan dpr brsm pemerintah tanggal januari fakta pemerintahan era pres sby pilpres april;172;10;1.0;4.0;1.0;2;1;2
260;bachrum_achmadi;1045165537813123073;"Klrg Gus Dur dukung Jokowi - Ma'ruf ya wajar sj, krn pak Yai Ma'ruf ada disana, pilpres sblmnya jg ada tokoh NU jd wapres, nyatanya kalah. Dlu jg ktnya klrg Gus Dur dukung Ahok - Djarot di pilgub DKI, nyatanya kalah. Artinya rakyat punya pilihan sendiri.
https://t.co/nX1ect1IM9";6;2;1;0;-1.0;-5.0;0.5;1.375;11;25;-17;klrg gus dur dukung jokowi ruf wajar yai ruf pilpres sblmnya tokoh nu wapres nyata kalah klrg gus dur dukung ahok djarot pilgub dki nyata kalah arti rakyat pilihan httpurl;171;10;4.0;4.0;2.0;1;3;1
261;rudihartono_mkg;1111967792956239872;"Dengan fokus pada pembangunan infrastruktur untuk mengurangi ketimpangan antar wilayah, mimpi keadilan sosial bg seluruh rakyat Indonesia kini mulai tampak. fokus pada infrastruktur dilakukan agar meningkatkan daya saing nasional dan pemerataan hasil pembangunan.
#01DILANjutkan";1;5;0;1;0.0;0.0;0.875;0.0;17;15;-8;fokus pembangunan infrastruktur mengurangi ketimpangan wilayah mimpi keadilan sosial rakyat indonesia fokus infrastruktur daya saing nasional pemerataan hasil pembangunan;170;10;3.0;4.0;3.0;3;3;2
262;muhammadsyakur2;1086020648898420736;@DawisaNingrat @om_ogut @Gerindra pelak korupsi belum tentu akan melakukan korupsi lagi.. bahkan pengawasanya lebih ketat, mekanisme parpollah yg bisa mencegah terjadinya korupsi lagi dr bekas caleg koruptor dan belum pernha korupsi, dan ini terbukti Gerindra lebih bersih dari parpol pendukung mukidi...;1;0;0;1;1.0;0.5;0.625;1.875;13;11;-31;pelak korupsi korupsi pengawasanya ketat mekanisme parpollah mencegah korupsi bekas caleg koruptor pernha korupsi terbukti gerindra bersih partai politik pendukung mukidi;170;10;4.0;4.0;2.0;1;1;3
263;fatoer77;1115159650473635840;"Jangan lupa ya, tanggal 17 April 2019 Pilih 02 Prabowo Sandi

Beda pilihan GPP, 
Saya pilih 02, anda gak pilih 01 GPP
Saya gak pilih 01, anda pilih 02 GPP

Jangan sampai ribut. Persatuan nomor 1 Pilihan presiden nomor 2

#2019PrabowoPresidenRI https://t.co/R7wKYrFYx4";4;2;1;1;-1.0;-4.0;0.0;0.625;16;18;-38;lupa tanggal april pilih prabowo sandi beda pilihan tidak apa-apa pilih pilih tidak apa-apa pilih pilih tidak apa-apa ribut persatuan nomor pilihan presiden nomor httpurl;170;10;4.0;3.0;3.0;1;1;1
266;JuniorPrangko;1069431692840984576;"@Senyap17 @jokowi @NurmaTgr @Kania_Sari27 @pujangga1123 @JokSusi2019 @Candraasmara85 @Y_Radianto @P3nj3l4j4h @Neng_Geulis_ @Makdetektif @Airin_NZ @FaGtng @Vivittts Bpk Jokowi bangun tdk untuk Pencitraan.
Jika hanya mikir pencitraan cukuplah membangun di Jawa saja 
yg penduduknya 60% dari penduduk Indonesia.
dan tak perlu membangun Luar Jawa yg kurang dari 40% penduduk Indonesia.

Bukti bahwa Bpk Jokowi berusaha memakmurkan seluruh Indonesia https://t.co/jYv0MUT0a4";4;1;0;2;-1.0;-3.0;0.125;0.0;11;9;-9;jokowi bangun pencitraan mikir pencitraan membangun jawa penduduk penduduk indonesia membangun jawa penduduk indonesia bukti jokowi berusaha memakmurkan indonesia httpurl;170;10;3.0;4.0;3.0;2;2;1
273;YanHarahap;1126714674932641793;"BPN pun ikut langkah Pak SBY.  Pemikiran Pak SBY sgt visioner. Kepentingan bangsa dn Negara lbh ia utamakan. Beliau tak ingin bangsa ini terkoyak. Jalur konstitusional adalah pilihan terbaik

BPN Prabowo -Sandi: Kami Tak Akan Ikut People Power https://t.co/2evcHJMXYw";58;29;3;19;1.0;58.0;0.375;0.125;12;20;-7;bpn langkah sby pemikiran sby visioner kepentingan bangsa dn negara utamakan bangsa terkoyak jalur konstitusional pilihan terbaik bpn prabowo sandi people power httpurl;168;10;4.0;2.0;2.0;2;3;3
275;titianggraini;1112373899566538752;Jangan lupa, ada lima surat suara. Pemilu 2019 bukan cuma soal Pilpres dan copras capres. Perempuan caleg, caleg penyandang disabilitas, caleg masyarakat adat, caleg muda, caleg dari kelompok rentan, mereka layak mendapatkan suara kita di bilik suara nanti. Sy akan pilih mereka. https://t.co/GMBpAXLfZm;12;7;0;0;1.0;13.0;2.25;1.0;13;4;-24;lupa surat pemilu pilpres copras capres perempuan caleg caleg penyandang disabilitas caleg masyarakat adat caleg muda caleg kelompok rentan layak bilik pilih httpurl;165;10;4.0;4.0;2.0;3;1;3
