id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall
149;RadioDakta;1092327419283943424;Parpol Koalisi Indonesia Kerja tingkat Kabupaten Bekasi mengakui suara dari kalangan buruh tidak akan didapat oleh Capres Cawapres Jokowi- Maruf Amin karena organisasi buruh sudah mendukung paslon 02 Prabowo-Sandi. https://t.co/bJ3WlNWG4b;6;3;1;0;0.0;0.0;0.125;0.0;11;8;-4;partai politik koalisi indonesia kerja kabupaten bekasi mengakui kalangan buruh capres cawapres jokowi maruf amin organisasi buruh mendukung paslon prabowo sandi httpurl;169;11;1.0;3.0;1.0
150;abjadbiru;1045318595876507648;"@VIVAcoid Kalau izin reklamasi tidak dicabut, partai akan berkata bahwa gubernur mengingkari janji kampanye dan membohongi rakyat. 
Abaikan saja komentar partai pendukung cukong. 

Gubernur kerja untuk rakyat, bukan untuk partai dan donatur partai!";18;1;0;1;-1.0;-10.0;0.5;0.125;15;12;-13;izin reklamasi dicabut partai gubernur mengingkari janji kampanye membohongi rakyat abaikan komentar partai pendukung cukong gubernur kerja rakyat partai donatur partai;168;11;4.0;4.0;1.0
151;RustamIbrahim;1101734701285355520;6) Menurut pendapat saya, AHY perlu fokus pada kampanye jalan tengah, fokus pada Pileg, bangun citra partai yang moderat, santun dan netral dalam Pilpres.  Mengkritik Jokowi atau mendukung Prabowo, tidak akan memberikan keuntungan elektoral bagi Partai Demokrat.;12;5;2;1;-1.0;-11.0;1.25;1.375;16;19;-6;pendapat ahy fokus kampanye jalan fokus pileg bangun citra partai moderat santun netral pilpres mengkritik jokowi mendukung prabowo keuntungan elektoral partai demokrat;168;11;4.0;4.0;1.0
152;FendyRome;1035763702295748613;"KPPU dan KPK Ungkap Persekongkolan dalam Proyek Infrastruktur Jokowi, siapa bilang pemerintah bersih? Prettlah!!
Infrastruktur era Jokowi justru ladang mencari uang, mulai dari menteri hingga pejabat terkait, hingga kontraktor yg dekat dgn kekuasaan🤔😣🤐
 https://t.co/sKxn5NbUnK";5;2;0;1;-1.0;-4.5;0.5;0.125;15;4;-13;kppu kpk persekongkolan proyek infrastruktur jokowi pemerintah bersih prettlah infrastruktur era jokowi ladang uang menteri pejabat terkait kontraktor kekuasaan httpurl;168;11;1.0;4.0;1.0
153;kpukotajogja;1049219535641796608;"Hari sabtu tanggal 6 Oktober 2018 yang lalu, KPU Kota Yogyakarta telah mengadakan Deklarasi Kampanye Damai Pemilu 2019. Semoga Deklarasi Kampanye Damai ini, bukan hanya sekedar deklarasi, tapi benar-benar menjadi Kampanye yang bebas dari hoax dan politik uang 😊
#kpukotajogja https://t.co/znbbM2LtLP";1;1;0;0;1.0;1.5;0.5;0.125;16;9;-25;tanggal oktober kpu kota yogyakarta mengadakan deklarasi kampanye damai pemilu semoga deklarasi kampanye damai deklarasi kampanye bebas isu bohong politik uang httpurl;167;11;4.0;4.0;2.0
154;bawaslu_RI;1081144061988265984;#Sahabat Bawaslu, Anggota Bawaslu RI M. Afifuddin mengawasi Validasi dan Approval Surat Suara Anggota DPR RI serta Presiden dan Wakil Presiden Pemilu 2019 yang diselenggarakan KPU, di Kantor @KPU_ID Jakarta Pusat, Jumat (4/1/2019). https://t.co/erlSGAICUi;51;30;2;2;0.0;0.0;1.0;0.0;11;9;-8;bawaslu anggota bawaslu ri m afifuddin mengawasi validasi approval surat anggota dpr ri presiden wakil presiden pemilu diselenggarakan kpu kantor jakarta pusat httpurl;167;11;4.0;4.0;2.0
155;fariji_lacak;1035818136153468928;"Hanya Org Goblok, Picek &amp; Barisan Sakit Hati yg bisa DIRAYU oleh MAS, NW, AD &amp; RG utk diajak Deklarasi ""2019GantiPresiden"". Sbab:
1.Siapa Presidennya?
2.Ganti Presiden hrs ada MEKANISMENYA, yaitu Pemilu/Pilpres.

Kalo msh Ngotot Deklarasi 2019GantiPresiden, brarti MAKAR.";3;0;1;3;-1.0;-1.5;0.375;1.75;12;22;-22;bodoh picek barisan sakit hati dirayu nw rg diajak deklarasi ganti presiden sbab presiden ganti presiden mekanisme pemilu pilpres ngotot deklarasi ganti presiden makar;167;11;4.0;4.0;2.0
156;musniumar;1107915011765080064;Pak Sandi, Cawapres RI  telah berjanji kalau rakyat Indonesia memilih Prabowo-Sandi dalam Pilpres 17 April 2019, seluruh gaji dan tunjangannya sebagai Wapres RI akan diserahkan kepada fakir miskin. Beliau pasti wujudkan krn sdh beri bukti  sewaktu Jadi wagub DKI Rp800 juta ke FM.;535;181;8;12;1.0;448.5;1.0;0.75;13;2;-16;sandi cawapres ri berjanji rakyat indonesia memilih prabowo sandi pilpres april gaji tunjangan wapres ri diserahkan fakir miskin wujudkan bukti wagub dki rp juta fm;164;11;4.0;3.0;3.0
157;fariji_lacak;1058720475231137792;"Dari 260 jt Rkyt Indonesia, yg BENCI sm Jokowi hanya:
1.Koruptor.
2.Teroris, JAD, HTI, FUI, FPI.
3.Partai Partai Allah.
4.Sebagian Partai Oposisi.
5.Barisan Sakit Hati.

Kalo di TOTAL sekitar 20-30% dari kurang-lebih 260 juta Rkyt Indonesia.

Ini FAKTA lho ya...bukan HOAX.";2;1;0;0;-1.0;-2.0;0.375;0.875;11;11;-20;jt rkyt indonesia benci jokowi koruptor teroris jad hti fui fpi partai partai allah partai oposisi barisan sakit hati total juta rkyt indonesia fakta lho isu bohong;164;11;3.0;4.0;3.0
158;PututEkojati;1120107526555455489;"@PriyoBudiS @KPU_ID KPU...!!! Kalian itu penyelenggara pemilu sekaligus team sukses presiden dalam penyelenggaraan PEMILU, karena penanggung jawab PEMILU itu Presiden. 

Ketika KPU tidak mampu  menyelenggarakan PEMILU dengan baik, maka Presiden harus dimintai pertanggungjawaban.

HALLO DPR RI";3;3;0;1;-1.0;-4.5;0.5;0.25;9;14;-4;kpu penyelenggara pemilu team sukses presiden penyelenggaraan pemilu penanggung pemilu presiden kpu menyelenggarakan pemilu presiden pertanggungjawaban halo dpr ri;163;11;1.0;4.0;1.0
159;DPR_RI;1095269442915717121;Ketua DPR RI Bambang Soesatyo bersama Wakil Ketua DPR RI Agus Hermanto menerima kunjungan bilateral Duta Besar Jerman untuk Indonesia, Dr. Peter Schoof di ruang kerja Ketua DPR RI, Selasa, 12 Februari 2019. #DiplomasiDPR #PimpinanDPR https://t.co/oBpEXZFxXo;16;2;1;0;0.0;0.0;0.125;0.25;13;5;0;ketua dpr ri bambang soesatyo wakil ketua dpr ri agus hermanto menerima kunjungan bilateral duta jerman indonesia peter schoof kerja ketua dpr ri februari httpurl;162;11;4.0;4.0;2.0
160;tijabar;1119194303140483073;"KPU Salah Input C1

""Masa, dlm scan C1, suara Jkw-KMA 47, Prabowo-Sandi 162. Tp, data yg diinput KPU, suara Jkw-KMA naik jd 180, utk Prabowo-Sandi mnyusut jd 56. Ini nmnya pelanggaran Pemilu. Kami, akan laporkan ke DKPP &amp; polisi,""~Taufik~

#KpuJanganCurang
https://t.co/H5yvk6G6oH";2658;1590;154;246;-1.0;-2919.0;0.0;0.875;7;2;-7;kpu salah input c scan c jokowi kma prabowo sandi data diinput kpu jokowi kma prabowo sandi mnyusut nmnya pelanggaran pemilu laporkan dkpp polisi taufik httpurl;160;11;2.0;2.0;1.0
161;sonnysetia;1053696005957279744;@Hristo_1978 @honorarium212 @kucingeksotik @Dody_Lukas___ dan anda ga bisa bandingin yg sdh berkuasa sama yg belum berkuasa bisa apa. lihat nya yg berkuasa skrng gmana? ekonomi ancur. hukum tidak adil. knapa kami pilih prabowo karna kita lihat sikap .kewibawaan. ke tulusan. tau waktu janji jokowi jd gub dki? janji jokowi pas capres?bong;2;0;0;2;-1.0;-1.0;0.25;0.0;15;27;-8;bandingin berkuasa berkuasa lihat berkuasa ekonomi hancur hukum adil pilih prabowo lihat sikap kewibawaan tulusan janji jokowi gub dki janji jokowi capres bong;159;11;1.0;3.0;1.0
162;Inot_19;1117456941633036288;"Partainya @Gerindra 
Calon Presidennya @prabowo 
Calon Wakil presidennya @sandiuno 
Caleg DPR RI nya partai gerindra no urut 1 dapil malang raya @MorenoSoe 
Caleg DPRD kota malang nya partai gerindra no urut 2 @rim_za 
#IndonesiaMenang #UASdifitnahKejiDanBrutal #prabowosandi https://t.co/CbXTzJwyMM";1;0;0;0;0.0;0.0;0.0;1.75;14;6;-11;partai calon presiden calon wakil presiden caleg dpr ri partai gerindra nomor urut dapil malang raya caleg dprd kota malang partai gerindra nomor urut httpurl;158;11;4.0;3.0;3.0
163;JackBoea2;1119806960440733696;"Kebenaran akan menang
02 Prabowo-Sandi
Presiden &amp; WaPresiden 2019-2024
Presiden seluruh rakyat Indonesia, dan harapan masyarakat luas NKRI,  Presiden terpilih, Bpk Prabowo Subianto,  hasilnya terlihat di C1. https://t.co/rxAvLXmFn9";2;1;0;0;1.0;2.0;0.5;0.0;11;19;-5;kebenaran menang prabowo sandi presiden wapresiden presiden rakyat indonesia harapan masyarakat luas nkri presiden terpilih prabowo subianto hasil c httpurl;156;11;4.0;3.0;3.0
164;nikky_cheese;1077121301548941312;Aneh gak sih sok belain mino pas lg pilpres ..tp koq nyerangnya JKW aj! Alasannya krn skrg presidennya JKW! Pdhl ini lg mw pilih 2 capres!Jd q tanya seandainya Prabowo yg menang, apa bs lbh baik?(Pdhl Prabowo didukung RADIKAL). Jwbnya=sy juga gak pilih wowo!(kan bangke namanya)😆;2;1;0;2;-1.0;-2.0;0.625;0.0;9;11;-19;aneh sok belain mino pilpres nyerangnya jokowi alasan presiden jokowi pilih capres prabowo menang prabowo didukung radikal jwbnya pilih wowo <makian> nama;154;11;2.0;1.0;1.0
165;Deddy_Reza74;1074792647154225154;"@fariqhsb @sarnyoto @JhonMiduk @SBYudhoyono Mana ada ulama yg di dolimi 
Liat saja kasusnya cok 
Kalau orang waras pastinya akan pilih jokowi 
Kerja nyata dan rakyat sejahtera 
Capres hasil ijtima ulama yg keislamannya dipertanyakan itu yg diagung agungkan oleh ulama , ulama yg mana ya ....
Ulama yg radikal wkwkwkwk";4;0;0;1;-1.0;-2.0;0.875;0.0;15;29;-11;ulama dolimi lihat waras pastinya pilih jokowi kerja nyata rakyat sejahtera capres hasil ijtima ulama keislaman diagung agungkan ulama ulama ulama radikal;154;11;3.0;4.0;3.0
166;fariji_lacak;1073839580162404354;"@NicoDM_1512437 @Ferdinand_Haean seUmur Hidup jd Muslim, baru kali ini ada Ulama KHUSUS.
1.Ulama KHUSUS Instan.
2.Ulama KHUSUS Medsos.
3.Ulama KHUSUS Demo.
4.Ulama KHUSUS bawa Bendera &amp; teriak2 Takber.
5.Ulama KHUSUS 2019GantiPresiden.
6.Ulama KHUSUS Ijtima.
7.Ulama KHUSUS Jewer Kuping.
8.Ulama KHUSUS Reuni.
9.?";3;1;0;1;-1.0;-2.5;1.0;0.125;16;37;-14;seumur muslim ulama ulama instan ulama medsos ulama demo ulama bawa bendera teriak takber ulama ganti presiden ulama ijtima ulama jewer kuping ulama reuni;154;11;4.0;4.0;1.0
167;fariji_lacak;1073839002992631808;"seUmur Hidup jd Muslim, baru kali ini ada Ulama KHUSUS.
1.Ulama KHUSUS Instan.
2.Ulama KHUSUS Medsos.
3.Ulama KHUSUS Demo.
4.Ulama KHUSUS bawa Bendera &amp; teriak2 Takber.
5.Ulama KHUSUS 2019GantiPresiden.
6.Ulama KHUSUS Ijtima.
7.Ulama KHUSUS Jewer Kuping.
8.Ulama KHUSUS Reuni.
9.?";3;1;0;1;-1.0;-2.5;1.0;0.125;16;37;-14;seumur muslim ulama ulama instan ulama medsos ulama demo ulama bawa bendera teriak takber ulama ganti presiden ulama ijtima ulama jewer kuping ulama reuni;154;11;4.0;4.0;1.0
168;masani2001;1042994879448510464;"PBB nggak akan mau capek2 urusin pilpres. PBB mau fokus agar rakyat memilih CALEG dari PBB, bukan caleg Gerindra, PKS, PAN, apalagi amit2 caleg2 rombongan PDIP, Golkar dll itu... 

Tapi tentu kita so pasti coblos Prabowo-Sandi

#2019PilihCalegPBB";10;6;5;9;1.0;11.0;0.5;0.25;7;7;-14;pbb capek urusin pilpres pbb fokus rakyat memilih caleg pbb caleg gerindra pks pan amit caleg rombongan pdip golkar dan lain-lain so coblos prabowo sandi;153;11;4.0;3.0;3.0
169;Kangsolsptu;1047067962862133249;@Umar_Hasibuan_ @rian1_one Bagi FPI, hanya mengharapkan balasan  Allah yg maha kaya. Ridho Allah derajat balasan yg tertinggi. Gak ngaruh orang mau bilang apa. Yg pemting kerja kerja kerja kerja kerja kerja kerja kerja kerja kerja.....;1;0;0;0;1.0;0.5;1.375;0.0;19;51;-2;fpi mengharapkan balasan allah maha ridho allah derajat balasan tertinggi berpengaruh pemting kerja kerja kerja kerja kerja kerja kerja kerja kerja kerja;153;11;4.0;4.0;2.0
170;andykasukma1;1091128094952370177;@haikal_hassan @AR0780 Alhamdulillah.....silahkan memilih koalisi partai paslon 02 ada PKS, Gerindra, Demokrat, PAN dan Berkarya....mari pilih pak @prabowo dan pak @sandiuno di pilpres 2019....mari pilih caleg caleg DPRD dan DPR dari PKS / PAN / Gerindra/ Demokrat / Berkarya....✌🇮🇩;0;0;0;0;1.0;0.0;0.0;0.0;11;9;-4;silahkan memilih koalisi partai paslon pks gerindra demokrat pan berkarya pilih pilpres pilih caleg caleg dprd dpr pks pan gerindra demokrat berkarya;149;11;4.0;3.0;3.0
171;hcahyono;1068797716724047872;"@kokohandoko2 @TheArieAir Klo Jokowi itu pecandu elektabilitas. Dia gak perlu bangun papua. Dpt papua seperberapa nya Jawa. 
Klo dia mau, dia bisa bangun Jawa, kasih BLT, subsidi BBM. Menangin Jawa.. dia menang. 

Tapi dia malah bangun papua. 

Karena Indonesia bukan hanya Jawa";6;1;0;0;-1.0;-4.0;0.375;0.0;15;6;-6;jokowi pecandu elektabilitas bangun papua papua seperberapa jawa bangun jawa kasih blt subsidi bbm menangin jawa menang bangun papua indonesia jawa;147;11;3.0;4.0;3.0
172;NurSyahbana9;1113295099566256129;"Pilpres 2014 Roy Morgan:
Jokowi 52%, Prabowo 48%
https://t.co/bazFgkdP5f
KPU: Jokowi 53.15%, Prabowo 46.85%
https://t.co/WF23J8d26S
Menjelang Pilpres 2019 Roy Morgan surveinya:
Jokowi 56.5%, Prabowo 43,5%
Insya Allah Pilpres 2019
#RabuPutihJokowiMenang 
 https://t.co/3QXarUehfb";10;4;0;0;0.0;0.0;0.0;0.0;1;8;0;pilpres roy morgan jokowi prabowo httpurl kpu jokowi prabowo httpurl menjelang pilpres roy morgan survei jokowi prabowo insya allah pilpres httpurl;147;11;3.0;2.0;2.0
173;DMemantau;1112007728069644290;"Wadawww...

Prabowo tidak percaya TNI
Prabowo meragukan kekuatan TNI
Prabowo melemahkan TNI
Prabowo merasa lebih TNI dari TNI

Akhirnya..

Jangan tertawa... NGAMBEK! 

Push ini aja Lur 👇
#01DILANjutkan 

Saat-saat TNI dilemahkan Prabowo https://t.co/MorQJuHqiD";6;7;3;2;-1.0;-10.0;0.875;0.25;6;10;-8;wadawww prabowo percaya tni prabowo meragukan kekuatan tni prabowo melemahkan tni prabowo tni tni tertawa marah push tni dilemahkan prabowo httpurl;147;11;3.0;1.0;3.0
174;fariji_lacak;1053657736032903169;"Skrg ini ada Ulama KHUSUS lho...
1.Ulama KHUSUS Instan.
2.Ulama KHUSUS di YuTub/Medsos.
3.Ulama KHUSUS Demo.
4.Ulama KHUSUS teriak2 Takber.
5.Ulama KHUSUS Ijtima.
6.Ulama KHUSUS Hoax.
7.Ulama KHUSUS #2019GantiPresiden.
8.Ulama KHUSUS Serang Jokowi. 
9, 10 dstnya tambahin sendiri.";2;1;0;1;-1.0;-2.0;0.5;0.375;12;27;-15;ulama lho ulama instan ulama yutub medsos ulama demo ulama teriak takber ulama ijtima ulama isu bohong ulama ulama serang jokowi dstnya tambahin;144;11;4.0;4.0;1.0
175;Nyahowae1;1063770879081906176;"Capres-cawapres no 2, tdk punya program kerja untuk membangun RI. 
Akhirnya bikin program kerja reuni 212,  khalifah di munculkan lagi. 
Wo kalo ingin terpilih bikin program kerja. Gampang kok.  Kalo gak bisa bikin program kerja aku bikinkan ya.";1;0;0;0;-1.0;-0.5;0.75;0.0;13;12;-3;capres cawapres nomor program kerja membangun ri program kerja reuni khalifah munculkan wo terpilih program kerja gampang program kerja bikinkan;144;11;4.0;1.0;1.0
176;TarangDaeng;1121354604078219264;"@mohmahfudmd @saididu Itu pandangan Hukum Prof mahfud MD
Tapi rakyat indonesia Butuh keadilan dan jujuran
Faktanya hukum selalu berasaskan keadilan..
Jangan cuma bukti Sepihak prof..kita pakai nurani juga dong Prof dalam menganalisa..";4;0;0;1;-1.0;-2.0;0.375;0.75;13;6;-17;pandangan hukum prof mahfud md rakyat indonesia butuh keadilan jujuran fakta hukum berasaskan keadilan bukti prof pakai nurani prof menganalisa;143;11;4.0;4.0;2.0
177;miskiy28;1125673193052631040;Barusan Naik gojek. Pak gojeknya orang Padang. Prabowo dong. Dia bilang kalo jujur yg menang itu Prabowo karena temen2nya ktnya di kampungnya yg menang Prabowo. Tp Pak gojek jg bilang kl mau menang jawa hrs menang dan dia sadar kalo jateng, jatim yg menang Jokowi.;1;0;0;0;1.0;0.5;0.875;0.0;14;26;-27;barusan gojek gojek padang prabowo jujur menang prabowo teman kampung menang prabowo gojek menang jawa menang sadar jateng jatim menang jokowi;142;11;4.0;3.0;2.0
178;NurSyahbana9;1109770323862257665;"Prabowo: Yang Mau Ganti Pancasila, Berhadapan dengan Saya 
https://t.co/ias9gEykiz
Kalau hanya sekedar ngomong tanpa ada bukti nyata, anak kecil pun bisa melakukannya

Faktanya partai-partai politik yg mengusung Prabowo mendukung HTI yg anti Pancasila https://t.co/J0iStuCb1F";1;1;0;0;-1.0;-1.5;0.0;0.125;13;7;-17;prabowo ganti pancasila berhadapan httpurl bukti nyata anak fakta partai partai politik mengusung prabowo mendukung hti anti pancasila httpurl;142;11;4.0;1.0;1.0
179;umarwoto;1127610732701290496;"@VIVAcoid Gubernur Indonesia. Kelak presiden Indonesia. @aniesbaswedan  pemimpin bangsa Indonesia yg disegani kawan dan lawan. 
Ya Allah Tolonglah pemimpin kami yg mampu layak sebagai pemimpin bangsa NKRI. Aamiin.
@Fahrihamzah @fahiraidris @haikal_hassan @penkopassus @DivHumas_Polri";3;0;0;0;1.0;1.5;1.25;0.125;11;14;-9;gubernur indonesia kelak presiden indonesia pemimpin bangsa indonesia disegani kawan lawan allah pemimpin layak pemimpin bangsa nkri aamiin;139;11;4.0;3.0;3.0
180;musniumar;1105023696614305792;Hasil Survei SMRC Anies Sandi kalah Pilgub DKI. Faktanya Anies-Sandi jadi penguasa di DKI. Hasil survei terbaru lembaga serupa Jokowi-Ma'ruf 54%. Apa masih percaya?   https://t.co/Zh732xLuRI;1478;540;63;218;0.0;0.0;0.25;0.5;8;12;-13;hasil survei smrc anies sandi kalah pilgub dki fakta anies sandi penguasa dki hasil survei terbaru lembaga jokowi ruf masuk percaya httpurl;139;11;1.0;3.0;2.0
181;FendyRome;1120612121501261824;"@geloraco Di wilayah anak emasnya aja nggak menang gimana daerah lain?😂

Prabowo-Sandi unggul di TPS 78, 79, 80, 82, 83, 84, 85, dan 86. Kemenangan Prabowo-Sandi di TPS tsb berkisar antara 52-70%👍

Sementara Paslon Jokowi-Maruf hanya menang di 1 yaitu TPS 81, dengan perolehan suara 53%🤣";8;1;0;0;0.0;0.0;1.375;0.125;10;11;-16;wilayah anak emas menang daerah prabowo sandi unggul tps kemenangan prabowo sandi tps tsb berkisar paslon jokowi maruf menang tps perolehan;139;11;1.0;3.0;2.0
182;Anwarfaluppy;1075991879500484609;"@Fahrihamzah Kerja, kerja, kerja, ; bbm naik,  subsidi cabut, utang banyak, kepercayaan rakyat kpd hukum luntur,  rakyat bertengkar masalah konyol ideologi, 

Gpp,  kita itu yang penting
 kerja kerja kerja";1;0;1;0;-1.0;-0.5;1.625;0.25;18;20;-29;kerja kerja kerja bbm subsidi pergi utang kepercayaan rakyat hukum luntur rakyat bertengkar konyol ideologi tidak apa-apa kerja kerja kerja;139;11;4.0;4.0;1.0
183;AlGhuyub;1041684894596775938;"Kalau saya 
- 2012 dukung Jokowi Ahok di pilkada DKI
- 2014 dukung Prabowo Hatta di Pilpres
- 2019 dukung Prabowo Sandi di Pilpres 

Insya Allah
#2019PrabowoPresiden 
#2019PrabowoSandi 

Aamiin https://t.co/p24tqmILEP";1;0;0;0;1.0;0.5;0.0;0.0;0;19;0;dukung jokowi ahok pemilihan kepala daerah dki dukung prabowo hatta pilpres dukung prabowo sandi pilpres insya allah aamiin httpurl;131;11;4.0;3.0;3.0
184;the_geotimes;1133493149664288769;PKS yang mendukung Prabowo mengatakan bahwa mereka memiliki 10 truk bukti-bukti kecurangan pemilu. Hitungan internal PKS mengatakan bahwa Prabowo memenangkan Pilpres. Namun data itu ternyata tidak ada. https://t.co/lElKzlWSNQ;3;5;1;0;-1.0;-6.5;0.5;0.125;9;0;-9;pks mendukung prabowo memiliki truk bukti bukti kecurangan pemilu hitungan internal pks prabowo memenangkan pilpres data httpurl;128;11;4.0;1.0;1.0
185;RFauzy5;1121379807986479105;@LisaAmartaTara Kalau kecurangan yg dilakukan Petahana yg sekarang ini sdh banyak diketahui masyarakat, @jokowi menang pun, akan jadi Presiden tanpa Rakyat, kemenangan krn kecurangan adalah hal yg memalukan. Indonesia milik Rakyat, bukan milik pemimpinnya. @prabowo dan @sandiuno pilihan Rakyat.;3;1;0;0;-1.0;-2.5;0.625;0.25;13;12;-5;kecurangan petahana masyarakat menang presiden rakyat kemenangan kecurangan memalukan indonesia rakyat pemimpin pilihan rakyat;126;11;1.0;3.0;1.0
186;Alim75052441;1038966710793953281;"Gubernurnya mendukung Jkw gak otomatis masyarakatnya ikutan ngedukung Jkw..
Jadi, belum tentu masyarakat Jawa Tengah juga mendukung Jkw. 
Jateng PAS, jateng Cerdas. 
#2019PrabowoPresiden 
#2019GantiPresiden";1;0;0;0;1.0;0.5;0.0;0.0;8;7;-3;gubernur mendukung jokowi otomatis masyarakat ikutan ngedukung jokowi masyarakat jawa mendukung jokowi jateng jateng cerdas;123;11;2.0;1.0;1.0
187;NisaNafeesa;1126828691885924353;@Medina_adha @Dsy_Arfisi @andre_rosiade Pemilu sebelumnya saya pilih gerindra buat dpr ri dan pks buat dprd I dan II. Tahun ini full gerindra semua. kalau Gerindra temenan sama PDIP, saya ga akan pilih lagi. Pindah PKS atau golput aja;3;1;0;0;-1.0;-2.5;0.0;0.0;3;1;-13;pemilu pilih gerindra dpr ri pks dprd i ii full gerindra gerindra temenan pdip pilih pindah pks golongan putih;110;11;1.0;3.0;1.0
188;AntonyRiyanto;1109521298760204288;"@AkunTofa sebelom pak @prabowo itu ada,
NKRI tetaplah NKRI.
sesudah pak @prabowo itu adapun,
NKRI tetap NKRI.
Dan
Kalah/tidak menangnya pak @prabowo ,
NKRI tetaplah NKRI.
Selama idiologi NKRI tidak diganti dengan idiologi"" yang lain,
NKRI akan tetap menjadi NKRI.

Fahamkan @AkunTofa ?";4;0;0;0;-1.0;-2.0;0.0;0.5;2;4;-9;sebelom nkri nkri nkri nkri kalah menang nkri nkri idiologi nkri diganti idiologi nkri nkri fahamkan;100;11;4.0;2.0;2.0
189;adrofier888;1046341738976043009;@jengkelin_deh @TheArieAir @RizmaWidiono @BadjaNuswantara @JajangRidwan19 ORBA = PKI, PKI = ORBA. Jokowi pki?  jokowi bukan orba. Anda pendukung orba? Anda lah @zarazettirazr PKI;4;2;0;2;-1.0;-4.0;0.0;0.0;1;4;0;orba pki pki orba jokowi pki jokowi orba pendukung orba pki;59;11;2.0;4.0;1.0
190;SatpolPP_DKI;1117178921571643392;Petugas Gabungan  melakukan Penertiban Alat Peraga Kampanye (APK) di Wilayah Provinsi DKI Jakarta, Kasatpol PP DKI Jakarta bersama jajaran Bawaslu, KPU Provinsi DKI Jakarta, Tim Sukses Pasangan Calon Presiden, Perwakilan Partai Politik Peserta Pemilu dan Instansi terkait. https://t.co/Mk74s3bqM1;109;10;4;6;0.0;0.0;1.75;0.25;21;14;-27;petugas gabungan tertib alat peraga kampanye apk wilayah provinsi dki jakarta kasatpol pulang pergi dki jakarta jajaran bawaslu kpu provinsi dki jakarta tim sukses pasangan calon presiden perwakilan partai politik peserta pemilu instansi terkait httpurl;253;10;4.0;4.0;2.0
191;idayu_wien;1133650832497319937;"@DaulatDalimunte @imayadewi @SBYudhoyono Industri+Manufaktur RI dihancurkan.
Pertanian sdh lama stagnan

Taipan+kakitangan incar properti+kuras SDA, yg sngat bergantung pd 1,4 M orang china. Jg aset2 RI.

Urutan biangkerok curang pilpres :
China-&gt;[taipan+media+jendral2,prof,politisi,pakar]yg sesat-&gt;ASN,KPU,Bawaslu,MK(?)";5;4;0;0;-1.0;-6.5;1.25;1.25;19;5;-13;industri manufaktur ri dihancurkan pertanian stagnan taipan kakitangan incar properti kuras sda sngat bergantung m cina aset ri urutan biangkerok curang pilpres cina [ taipan media jendral prof politisi pakar ] sesat dariasn kpu bawaslu mk;239;10;4.0;4.0;1.0
192;haris_tiyan;1092605329878048769;"@Sugondo221 @ndung_22 @gushtyan @RoTaufiq @Cak_Bram @Bram_Bank007 @ngelholic @EDitektif @KBedug @Muly86054800 @KingTukijan @JackTheRock4 @utipahkia @RaynSanders @neo_anginSorga @LisaAmartaTara @rakariadmifat @Riast10 kaca mana kaca....
- Hoax esemka
- Hoax bebas Ustadz ABB
- Hoax Konsultan Rusia
- Hoax ekonomi meroket
- Hoax sederhana
- Hoax buy back indosat
- Hoax tolak impor
- Hoax tolak utang
- Hoax persulit pekerja asing
#KalbarMenangkanPrabowoSandi";3;3;0;1;-1.0;-4.5;0.125;1.125;14;9;-75;kaca kaca isu bohong esemka isu bohong bebas ustadz abb isu bohong konsultan rusia isu bohong ekonomi meroket isu bohong sederhana isu bohong buy back indosat isu bohong tolak impor isu bohong tolak utang isu bohong persulit pekerja asing;238;10;1.0;3.0;1.0
193;NurSyahbana9;1076443593710030848;"Presiden Jokowi kuasai Freeport Amerika tidak akan tinggal diam
Prabowo minta hormati Amerika

TNI tembak kapal China, Jokowi sebut kedaulatan harga mati, Prabowo: Saya mau berteman dgn China

Jokowi protes pemindahan Kedubes Australia ke Yerusalem
Prabowo hormati Australia https://t.co/VKU47hx1eU";11;16;1;4;0.0;0.0;0.875;0.0;16;15;-24;presiden jokowi kuasai freeport amerika diam prabowo hormati amerika tni tembak kapal cina jokowi kedaulatan harga mati prabowo berteman cina jokowi protes pemindahan kedutaan besar australia yerusalem prabowo hormati australia httpurl;235;10;2.0;2.0;2.0
194;fariji_lacak;1037314787976204294;"1.Gubernur yg DUKUNG Jokowi:
Jateng, Jabar, Jatim, Papua, NTB, NTT, Bali, Sulsel, Sulut, Sulteng, Sumsel, Sumbar. Provinsi lain masih 50:50.
2.Sluruh Peserta Asian Games.
3.ASN &amp; Istri TNI/Polri.
4.9 Parpol + PBB.
10.Rkyt yg CINTA Jokowi.

Insya Allah 5 Thn kedepan Rkyt MAKMUR https://t.co/01Y4P2QIHv";4;2;0;0;1.0;4.0;1.75;0.0;11;19;-8;gubernur dukung jokowi jateng jabar jatim papua ntb ntt bali sulsel sulut sulteng sumsel sumbar provinsi masuk sluruh peserta asian games asn istri tni polri partai politik pbb rkyt cinta jokowi insya allah kedepan rkyt makmur httpurl;234;10;3.0;4.0;3.0
